Time,1,2,3,4,5,6,7,8,9,10,Temp,Amplitude(mm)
07/13_11:36:14,0,0,0,0,0,0,0,0,0,0,26.5,0.002856
07/13_11:36:14,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:15,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:15,0,0,0,0,0,0,0,0,0,0,26.5,0.002856
07/13_11:36:16,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:16,0,0,0,0,0,0,0,0,0,0,26.5,0.002856
07/13_11:36:17,0,0,0,0,0,0,0,0,0,0,26.5,0.002856
07/13_11:36:17,0,0,0,0,0,0,0,0,0,0,26.5,0.002856
07/13_11:36:18,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:18,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:19,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:19,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:20,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:20,0,0,0,0,0,0,0,0,0,0,26.5,0.00408
07/13_11:36:21,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:21,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:22,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:22,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:23,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:23,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:24,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:24,0,0,0,0,0,0,0,0,0,0,26.5,0.002856
07/13_11:36:25,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:25,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:26,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:26,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:27,0,0,0,0,0,0,0,0,0,0,26.5,0.002856
07/13_11:36:27,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:28,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:28,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:29,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:29,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:30,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:30,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:31,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:31,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:32,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:32,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:33,0,0,0,0,0,0,0,0,0,0,26.5,0.001632
07/13_11:36:33,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:34,0,0,0,0,0,0,0,0,0,0,26.5,0.002856
07/13_11:36:34,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:35,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:35,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:36,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:36,0,0,0,0,0,0,0,0,0,0,26.5,0.002856
07/13_11:36:37,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
07/13_11:36:37,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:38,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:38,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:39,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:39,0,0,0,0,0,0,0,0,0,0,26.5,0.00204
07/13_11:36:40,0,0,0,0,0,0,0,0,0,0,26.5,0.002448
