Time,1,2,3,4,5,6,7,8,9,10,Temp,Amplitude(mm)
09/18_10:55:57,0.5085,0.5907,1.0968,0.1837,0.004,0.0201,0,0,0,0,-0.0625,1.159128
09/18_10:55:58,0.5085,0.5899,1.0871,0.1821,0.0218,0.083,0,0,0,0,-0.0625,1.15464
09/18_10:55:59,0.5101,0.5947,1.0936,0.1853,0.004,0.0298,0,0,0,0,-0.0625,1.157496
09/18_10:56:00,0.5133,0.5939,1.0968,0.1813,0.0161,0.0645,0,0,0,0,-0.0625,1.16076
09/18_10:56:01,0.5182,0.5996,1.1129,0.1845,0.0153,0.0629,0,0,0,0,-0.0625,1.163616
09/18_10:56:02,0.5125,0.5971,1.1097,0.1862,0,0.0024,0,0,0,0,-0.0625,1.16484
09/18_10:56:03,0.5182,0.6084,1.1355,0.1829,0.0048,0.0467,0,0,0,0,-0.0625,1.173408
09/18_10:56:04,0.5141,0.5923,1.1113,0.1837,0,0.0201,0,0,0,0,-0.0625,1.169328
09/18_10:56:05,0.5109,0.5907,1.1177,0.1862,0.0161,0.0725,0,0,0,0,-0.0625,1.155456
09/18_10:56:06,0.5125,0.5883,1.1,0.1805,0,0,0,0,0,0,24.5,1.150968
09/18_10:56:07,0.5327,0.5939,1.121,0.1837,0.0266,0.0983,0,0,0,0,25,1.155864
09/18_10:56:08,0.5198,0.5971,1.1097,0.1773,0.0266,0.0999,0,0,0,0,25,1.15464
09/18_10:56:09,0.5045,0.5979,1.1113,0.1749,0.0048,0.0411,0,0,0,0,25,1.151376
09/18_10:56:10,0.5141,0.5988,1.1016,0.1741,0.0016,0.0226,0,0,0,0,25,1.150968
09/18_10:56:11,0.5085,0.5875,1.0807,0.1708,0.0169,0.0774,0,0,0,0,25,1.145256
09/18_10:56:12,0.4763,0.6076,1.0895,0.1708,0.0258,0.1015,0,0,0,0,25,1.1526
09/18_10:56:13,0.4569,0.6036,1.0726,0.17,0,0.0226,0,0,0,0,25,1.153824
09/18_10:56:14,0.5182,0.5971,1.0952,0.1708,0.0218,0.0991,0,0,0,0,25,1.157088
09/18_10:56:15,0.4875,0.5875,1.0855,0.1692,0.0185,0.0814,0,0,0,0,25,1.15464
09/18_10:56:16,0.4867,0.5988,1.1,0.1757,0.0177,0.0798,0,0,0,0,25,1.157088
09/18_10:56:17,0.4948,0.6125,1.1274,0.1789,0.0129,0.0733,0,0,0,0,25,1.170552
09/18_10:56:18,0.4835,0.6068,1.1081,0.1708,0.0201,0.0895,0,0,0,0,25,1.159944
09/18_10:56:19,0.4867,0.6092,1.1226,0.1716,0.0201,0.0854,0,0,0,0,25,1.15872
09/18_10:56:20,0.4771,0.631,1.1484,0.1781,0.021,0.0911,0,0,0,0,25,1.171368
09/18_10:56:21,0.4747,0.6286,1.1532,0.1837,0.021,0.083,0,0,0,0,25,1.171776
09/18_10:56:22,0.4747,0.6294,1.1484,0.1797,0.0298,0.116,0,0,0,0,25,1.171776
09/18_10:56:23,0.4722,0.6342,1.1604,0.1821,0.0193,0.0895,0,0,0,0,25,1.168104
09/18_10:56:24,0.4875,0.6245,1.1532,0.1813,0.0129,0.0653,0,0,0,0,25,1.16892
09/18_10:56:25,0.4738,0.6237,1.1516,0.1821,0.0266,0.1064,0,0,0,0,25.5,1.171776
09/18_10:56:26,0.4738,0.6181,1.1564,0.1813,0,0,0,0,0,0,25,1.16688
09/18_10:56:27,0.4585,0.6165,1.1427,0.1805,0,0,0,0,0,0,25.5,1.165248
09/18_10:56:28,0.4771,0.6133,1.1451,0.1813,0,0,0,0,0,0,25.5,1.17096
09/18_10:56:29,0.4714,0.6125,1.1403,0.1781,0,0.0089,0,0,0,0,25.5,1.171776
09/18_10:56:30,0.5351,0.6028,1.1419,0.1789,0,0,0,0,0,0,25.5,1.176264
09/18_10:56:31,0.5262,0.6068,1.1451,0.1797,0,0,0,0,0,0,25.5,1.184832
09/18_10:56:32,0.519,0.5947,1.1161,0.1708,0,0,0,0,0,0,25.5,1.172592
09/18_10:56:33,0.5335,0.6076,1.1306,0.1708,0.0145,0.0556,0,0,0,0,25.5,1.187688
09/18_10:56:34,0.5399,0.6028,1.1137,0.1733,0.0298,0.104,0,0,0,0,25.5,1.170144
09/18_10:56:35,0.5311,0.5931,1.1129,0.1725,0.0081,0.0427,0,0,0,0,25.5,1.167696
09/18_10:56:36,0.5141,0.5931,1.1081,0.1692,0.0201,0.0733,0,0,0,0,25.5,1.164024
09/18_10:56:37,0.5069,0.5931,1.0984,0.1716,0,0.0113,0,0,0,0,25.5,1.161984
09/18_10:56:38,0.5303,0.6108,1.1419,0.1781,0,0.0137,0,0,0,0,25.5,1.182792
09/18_10:56:39,0.498,0.6245,1.1435,0.1757,0.0338,0.1056,0,0,0,0,25.5,1.178712
09/18_10:56:40,0.4851,0.6326,1.158,0.1781,0.0306,0.104,0,0,0,0,25.5,1.177896
09/18_10:56:41,0.5238,0.6221,1.1564,0.1757,0.0274,0.0798,0,0,0,0,25.5,1.176672
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,0.509183333,0.597446429,1.120122619,0.184619048,0.008830952,0.043760714,,,,,,1.161444857
,0.438405087,0.514399306,0.964421696,0.158956361,0.007603419,0.037677823,,,,,,
